Player,avg_gi,avg_gpl,avg_acpl,total_game_count,Points,gi_median,gpl_median,Elo,TPR,total_moves,White_games,Black_games,acpl_median,gi_std,gpl_std,acpl_std,avg_gi_raw,avg_gpl_white,avg_gpl_black,avg_gi_white,avg_gi_black,white_result_sum,black_result_sum,total_gpl_sum,gi_var,gi_raw_median,gi_raw_var,gi_raw_std,gpl_var,acpl_var
Francois Godart,165.8,0.48,3.8,1.0,1.0,165.8,0.48,2377.0,2937.0,50.0,1.0,0.0,3.8,0.0,0.0,0.0,0.44,0.48,,165.8,,1.0,0.0,0.48,0.0,0.44,0.0,0.0,0.0,0.0
Evgeny Romanov,164.4,0.04,3.15,1.0,0.5,164.4,0.04,2580.0,2729.0,34.0,1.0,0.0,3.15,0.0,0.0,0.0,0.37,0.04,,164.4,,0.5,0.0,0.04,0.0,0.37,0.0,0.0,0.0,0.0
Ilia Smirin,164.25,0.24,4.65,2.0,2.0,164.25,0.24,2563.0,2914.0,71.0,2.0,0.0,4.65,2.9,0.18,4.41,0.36,0.24,,164.25,,2.0,0.0,0.48,8.41,0.36,0.02,0.16,0.03,19.47
Vignir Vatnar Stefansson,163.1,0.02,2.06,1.0,0.5,163.1,0.02,2541.0,2658.0,31.0,1.0,0.0,2.06,0.0,0.0,0.0,0.3,0.02,,163.1,,0.5,0.0,0.02,0.0,0.3,0.0,0.0,0.0,0.0
Vasyl Ivanchuk,162.1,0.22,3.09,5.0,3.0,160.6,0.03,2632.0,2711.0,239.0,3.0,2.0,2.29,7.96,0.32,2.07,0.24,0.39,-0.02,158.87,166.95,1.5,1.5,1.12,63.31,0.17,0.18,0.43,0.1,4.3
Nikolaos Galopoulos,162.05,0.26,6.74,2.0,1.5,162.05,0.26,2399.0,2803.0,98.0,2.0,0.0,6.74,4.88,0.2,0.73,0.24,0.26,,162.05,,1.5,0.0,0.52,23.8,0.24,0.07,0.27,0.04,0.53
Peter T Roberson,162.0,0.05,4.31,1.0,0.5,162.0,0.05,2425.0,2624.0,36.0,0.0,1.0,4.31,0.0,0.0,0.0,0.24,,0.05,,162.0,0.0,0.5,0.05,0.0,0.24,0.0,0.0,0.0,0.0
Jan Smeets,161.6,0.01,1.1,1.0,0.5,161.6,0.01,2543.0,2582.0,31.0,1.0,0.0,1.1,0.0,0.0,0.0,0.22,0.01,,161.6,,0.5,0.0,0.01,0.0,0.22,0.0,0.0,0.0,0.0
Bernat Serarols Mabras,161.0,0.18,5.89,1.0,1.0,161.0,0.18,2300.0,2630.0,27.0,1.0,0.0,5.89,0.0,0.0,0.0,0.18,0.18,,161.0,,1.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0
Erigaisi Arjun,160.99,0.33,1.41,7.0,5.5,160.7,0.3,2797.0,2812.0,276.0,3.0,4.0,5.38,2.27,0.35,13.31,0.19,0.56,0.15,159.53,162.07,2.5,3.0,2.29,5.14,0.17,0.02,0.12,0.12,177.21
Maxim Rodshtein,160.6,0.31,7.31,7.0,5.5,159.5,0.22,2613.0,2714.0,290.0,4.0,3.0,7.65,2.75,0.27,5.28,0.16,0.38,0.21,161.12,159.9,3.5,2.0,2.14,7.54,0.1,0.02,0.15,0.07,27.86
Enrique Llobell Cortell,160.5,0.19,6.88,1.0,0.5,160.5,0.19,2370.0,2613.0,17.0,0.0,1.0,6.88,0.0,0.0,0.0,0.16,,0.19,,160.5,0.0,0.5,0.19,0.0,0.16,0.0,0.0,0.0,0.0
Ahmad Ahmadzada,160.46,0.29,4.34,7.0,5.0,160.8,0.2,2523.0,2594.0,382.0,4.0,3.0,5.04,2.35,0.35,2.84,0.15,0.23,0.38,161.5,159.07,3.0,2.0,2.04,5.53,0.17,0.02,0.13,0.13,8.05
Felix-Antonio Ilinca,160.4,0.21,5.36,7.0,6.5,159.1,0.12,2419.0,2828.0,232.0,3.0,4.0,3.45,3.01,0.27,4.9,0.15,0.22,0.2,160.1,160.62,2.5,4.0,1.47,9.08,0.08,0.03,0.16,0.07,24.05
Eric Sos Andreu,160.3,0.06,4.36,1.0,0.5,160.3,0.06,2364.0,2519.0,14.0,1.0,0.0,4.36,0.0,0.0,0.0,0.15,0.06,,160.3,,0.5,0.0,0.06,0.0,0.15,0.0,0.0,0.0,0.0
Nadav Zemach,160.3,0.06,3.48,1.0,0.5,160.3,0.06,2398.0,2522.0,29.0,0.0,1.0,3.48,0.0,0.0,0.0,0.15,,0.06,,160.3,0.0,0.5,0.06,0.0,0.15,0.0,0.0,0.0,0.0
Bjorn Thorfinnsson,160.2,0.2,5.79,1.0,0.5,160.2,0.2,2356.0,2601.0,43.0,1.0,0.0,5.79,0.0,0.0,0.0,0.14,0.2,,160.2,,0.5,0.0,0.2,0.0,0.14,0.0,0.0,0.0,0.0
Bjornar Byklum,160.2,0.14,5.56,1.0,0.5,160.2,0.14,2330.0,2553.0,39.0,0.0,1.0,5.56,0.0,0.0,0.0,0.14,,0.14,,160.2,0.0,0.5,0.14,0.0,0.14,0.0,0.0,0.0,0.0
Christos Tsarsitalidis,159.8,0.69,23.84,1.0,1.0,159.8,0.69,2104.0,2741.0,62.0,0.0,1.0,23.84,0.0,0.0,0.0,0.12,,0.69,,159.8,0.0,1.0,0.69,0.0,0.12,0.0,0.0,0.0,0.0
Javokhir Sindarov,159.39,0.28,6.09,7.0,6.0,158.9,0.08,2668.0,2737.0,280.0,3.0,4.0,4.88,3.3,0.36,3.98,0.1,0.57,0.06,157.6,160.72,2.5,3.5,1.93,10.88,0.07,0.03,0.18,0.13,15.85
Madis Nahkur,159.3,0.3,10.58,1.0,1.0,159.3,0.3,2003.0,2536.0,38.0,1.0,0.0,10.58,0.0,0.0,0.0,0.09,0.3,,159.3,,1.0,0.0,0.3,0.0,0.09,0.0,0.0,0.0,0.0
Ilay Zakin,159.2,0.04,3.83,1.0,1.0,159.2,0.04,2240.0,2466.0,41.0,1.0,0.0,3.83,0.0,0.0,0.0,0.09,0.04,,159.2,,1.0,0.0,0.04,0.0,0.09,0.0,0.0,0.0,0.0
Nihal Sarin,159.08,0.36,7.38,6.0,4.5,159.95,0.29,2668.0,2761.0,287.0,3.0,3.0,5.08,5.67,0.29,5.67,0.08,0.46,0.27,158.77,159.4,2.5,2.0,2.18,32.18,0.13,0.09,0.31,0.08,32.11
Jergus Pechac,159.02,0.45,9.79,5.0,3.5,161.0,0.51,2582.0,2766.0,246.0,2.0,3.0,12.89,6.5,0.41,7.76,0.08,0.63,0.33,160.1,158.3,2.0,1.5,2.25,42.24,0.18,0.12,0.35,0.17,60.28
Shakhriyar Mamedyarov,158.95,0.49,9.01,6.0,5.0,159.5,0.42,2733.0,2798.0,244.0,4.0,2.0,8.57,3.53,0.55,7.11,0.08,0.44,0.59,159.98,156.9,3.5,1.5,2.93,12.45,0.1,0.04,0.19,0.3,50.49
Emre Can,158.87,0.39,34.67,6.0,5.0,158.65,0.45,2551.0,2707.0,254.0,2.0,4.0,9.93,1.15,0.21,61.37,0.07,0.32,0.42,159.7,158.45,2.0,3.0,2.33,1.32,0.06,0.0,0.06,0.04,3766.4
Ori Kobo,158.81,0.47,8.42,7.0,5.5,158.5,0.44,2525.0,2681.0,382.0,4.0,3.0,6.6,1.27,0.29,5.57,0.07,0.58,0.31,158.18,159.67,3.0,2.5,3.26,1.61,0.05,0.0,0.07,0.08,31.08
Mateusz Bartel,158.4,0.32,8.34,2.0,2.0,158.4,0.32,2608.0,2537.0,79.0,1.0,1.0,8.34,0.14,0.23,2.81,0.04,0.48,0.15,158.3,158.5,1.0,1.0,0.63,0.02,0.04,0.0,0.01,0.05,7.92
Ediz Gurel,158.37,0.45,40.62,7.0,5.5,158.1,0.44,2625.0,2622.0,330.0,4.0,3.0,5.53,3.47,0.38,92.07,0.04,0.64,0.21,157.57,159.43,3.0,2.5,3.17,12.03,0.03,0.03,0.19,0.14,8477.74
Tom Piceu,158.3,0.04,1.53,1.0,0.5,158.3,0.04,2328.0,2268.0,49.0,1.0,0.0,1.53,0.0,0.0,0.0,0.04,0.04,,158.3,,0.5,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0
Isik Can,158.25,0.32,7.82,4.0,3.0,158.0,0.34,2507.0,2492.0,199.0,2.0,2.0,7.65,2.47,0.22,5.52,0.04,0.48,0.15,156.75,159.75,1.5,1.5,1.26,6.08,0.02,0.02,0.13,0.05,30.48
Pentala Harikrishna,158.22,0.35,6.6,6.0,3.5,159.95,0.24,2688.0,2660.0,316.0,2.0,4.0,6.46,8.89,0.36,2.96,0.04,0.3,0.37,159.0,157.82,1.0,2.5,2.08,79.07,0.13,0.23,0.48,0.13,8.74
Ivan Sokolov,158.2,0.07,11.78,1.0,1.0,158.2,0.07,2589.0,2306.0,23.0,0.0,1.0,11.78,0.0,0.0,0.0,0.04,,0.07,,158.2,0.0,1.0,0.07,0.0,0.04,0.0,0.0,0.0,0.0
Filip Pancevski,157.9,0.07,8.1,1.0,1.0,157.9,0.07,2410.0,2199.0,21.0,1.0,0.0,8.1,0.0,0.0,0.0,0.02,0.07,,157.9,,1.0,0.0,0.07,0.0,0.02,0.0,0.0,0.0,0.0
Martin Hoerstmann,157.9,0.35,10.67,1.0,0.5,157.9,0.35,2238.0,2345.0,27.0,0.0,1.0,10.67,0.0,0.0,0.0,0.02,,0.35,,157.9,0.0,0.5,0.35,0.0,0.02,0.0,0.0,0.0,0.0
Liviu-Dieter Nisipeanu,157.89,0.38,6.32,7.0,4.5,158.5,0.29,2584.0,2545.0,302.0,4.0,3.0,5.22,4.8,0.43,3.63,0.01,0.48,0.25,156.93,159.17,2.5,2.0,2.64,23.06,0.05,0.07,0.26,0.18,13.19
Matej Sebenik,157.65,0.43,15.15,2.0,2.0,157.65,0.43,2525.0,2256.0,65.0,1.0,1.0,15.15,0.07,0.65,6.34,0.0,0.89,-0.03,157.6,157.7,1.0,1.0,0.86,0.01,0.0,0.0,0.01,0.42,40.14
Chithambaram VR. Aravindh,157.47,0.5,10.44,6.0,4.5,159.55,0.32,2698.0,2776.0,209.0,3.0,3.0,7.7,10.65,0.53,7.95,-0.01,0.52,0.49,159.13,155.8,2.0,2.5,3.01,113.32,0.11,0.33,0.58,0.28,63.14
Maxime Lagarde,157.41,0.48,6.62,7.0,5.5,158.8,0.42,2595.0,2654.0,295.0,4.0,3.0,6.43,6.17,0.49,4.68,-0.01,0.28,0.75,159.32,154.87,3.0,2.5,3.37,38.09,0.07,0.11,0.33,0.24,21.88
Arseniy Nesterov,157.0,0.31,34.27,7.0,4.0,159.6,0.28,2601.0,2566.0,303.0,4.0,3.0,5.8,9.0,0.2,70.64,-0.03,0.32,0.28,160.55,152.27,3.0,1.0,2.14,81.03,0.11,0.24,0.49,0.04,4989.35
Ivan Saric,156.78,0.36,10.87,6.0,4.0,159.2,0.32,2673.0,2593.0,230.0,3.0,3.0,8.96,6.71,0.19,9.24,-0.04,0.5,0.22,154.67,158.9,2.0,2.0,2.18,44.96,0.09,0.13,0.36,0.04,85.35
Jung Min Seo,156.67,0.42,5.62,3.0,1.5,156.2,0.55,2499.0,2604.0,134.0,1.0,2.0,4.48,3.52,0.32,2.27,-0.05,0.05,0.6,160.4,154.8,0.5,1.0,1.25,12.41,-0.07,0.03,0.19,0.1,5.14
Nikita Petrov,156.6,0.19,60.81,4.0,2.0,161.75,0.12,2589.0,2548.0,147.0,3.0,1.0,7.32,11.26,0.23,111.6,-0.05,0.22,0.12,155.27,160.6,1.0,1.0,0.77,126.73,0.22,0.37,0.61,0.05,12454.23
Lucas Van Foreest,156.02,0.18,6.78,4.0,1.5,159.55,0.06,2522.0,2462.0,130.0,3.0,1.0,3.72,9.21,0.29,7.45,-0.08,0.23,0.05,154.67,160.1,1.0,0.5,0.73,84.78,0.11,0.25,0.5,0.08,55.58
Jan Subelj,156.0,0.45,7.23,3.0,1.5,158.8,0.25,2513.0,2615.0,84.0,2.0,1.0,8.0,7.5,0.4,2.06,-0.09,0.55,0.25,154.6,158.8,1.0,0.5,1.34,56.29,0.07,0.17,0.41,0.16,4.23
Lev Yankelevich,155.8,0.56,16.52,1.0,0.5,155.8,0.56,2427.0,2613.0,40.0,1.0,0.0,16.52,0.0,0.0,0.0,-0.1,0.56,,155.8,,0.5,0.0,0.56,0.0,-0.1,0.0,0.0,0.0,0.0
Gergely Antal,155.64,0.33,68.11,5.0,2.5,157.8,0.51,2545.0,2401.0,328.0,2.0,3.0,17.91,6.83,0.31,95.16,-0.11,0.24,0.38,158.75,153.57,1.5,1.0,1.63,46.64,0.01,0.13,0.37,0.09,9055.17
Constantin Lupulescu,155.5,1.06,221.39,1.0,1.0,155.5,1.06,2583.0,2403.0,51.0,1.0,0.0,221.39,0.0,0.0,0.0,-0.11,1.06,,155.5,,1.0,0.0,1.06,0.0,-0.11,0.0,0.0,0.0,0.0
Xiangzhi Bu,155.33,0.53,10.16,7.0,4.0,159.5,0.58,2690.0,2621.0,269.0,4.0,3.0,8.74,7.84,0.36,5.04,-0.12,0.62,0.4,155.72,154.8,2.5,1.5,3.7,61.42,0.1,0.18,0.42,0.13,25.4
Boris Gelfand,155.3,0.45,6.56,5.0,3.0,157.8,0.47,2658.0,2635.0,194.0,2.0,3.0,5.6,7.9,0.42,3.72,-0.12,0.41,0.48,156.2,154.7,1.5,1.5,2.25,62.43,0.01,0.18,0.43,0.18,13.86
Andrei Volokitin,155.21,0.6,26.68,7.0,5.0,159.1,0.31,2648.0,2734.0,330.0,4.0,3.0,6.85,9.91,0.5,55.78,-0.13,0.38,0.88,156.07,154.07,2.5,2.5,4.17,98.17,0.08,0.29,0.54,0.25,3111.66
Nodirbek Abdusattorov,155.17,0.7,63.51,6.0,4.5,156.65,0.7,2783.0,2813.0,350.0,3.0,3.0,24.56,10.34,0.39,80.32,-0.13,1.02,0.38,148.3,162.03,2.0,2.5,4.21,106.9,-0.06,0.31,0.56,0.15,6451.04
Yangyi Yu,154.96,0.57,6.8,7.0,5.5,159.3,0.41,2717.0,2794.0,345.0,3.0,4.0,4.14,17.2,0.87,6.25,-0.14,0.04,0.96,164.47,147.82,2.5,3.0,3.96,295.75,0.1,0.86,0.93,0.75,39.03
Martin Jablonicky,154.57,0.43,9.74,3.0,1.0,157.3,0.41,2424.0,2478.0,120.0,0.0,3.0,7.88,5.62,0.07,6.7,-0.16,,0.43,,154.57,0.0,1.0,1.3,31.61,-0.02,0.09,0.3,0.0,44.84
M. Amin Tabatabaei,154.34,0.63,58.2,7.0,5.0,158.9,0.37,2702.0,2723.0,279.0,4.0,3.0,7.8,15.12,0.71,132.91,-0.17,0.66,0.59,154.88,153.63,3.5,1.5,4.38,228.55,0.07,0.66,0.81,0.5,17665.34
David Navara,154.33,0.46,20.28,6.0,3.5,161.05,0.13,2683.0,2597.0,282.0,4.0,2.0,4.26,16.94,0.6,35.96,-0.17,0.64,0.11,150.45,162.1,2.0,1.5,2.76,286.89,0.19,0.83,0.91,0.36,1293.48
Sanan Sjugirov,154.28,0.64,6.55,6.0,4.5,160.95,0.44,2637.0,2790.0,406.0,3.0,3.0,6.62,16.91,0.79,2.97,-0.18,0.96,0.32,147.53,161.03,2.0,2.5,3.84,285.82,0.18,0.83,0.91,0.63,8.8
Felix Hampel,154.1,0.62,7.0,1.0,0.5,154.1,0.62,2344.0,2584.0,50.0,1.0,0.0,7.0,0.0,0.0,0.0,-0.19,0.62,,154.1,,0.5,0.0,0.62,0.0,-0.19,0.0,0.0,0.0,0.0
Thai Dai Van Nguyen,153.98,0.39,7.01,5.0,4.0,163.0,0.09,2663.0,2738.0,320.0,3.0,2.0,7.4,20.39,0.72,4.84,-0.2,0.59,0.1,148.3,162.5,2.0,2.0,1.97,415.61,0.29,1.21,1.1,0.53,23.45
Gergely Aczel,153.9,0.37,33.88,4.0,3.0,157.9,0.34,2460.0,2418.0,156.0,2.0,2.0,8.7,8.07,0.39,190.88,-0.2,0.42,0.32,157.95,149.85,2.0,1.0,1.48,65.07,0.02,0.19,0.44,0.15,36436.6
Ruben Domingo Nunez,153.35,0.3,12.57,2.0,1.0,153.35,0.3,2390.0,2586.0,69.0,1.0,1.0,12.57,13.79,0.36,12.97,-0.22,0.04,0.55,163.1,143.6,1.0,0.0,0.59,190.12,-0.22,0.55,0.74,0.13,168.18
Bogdan-Daniel Deac,153.33,0.5,-5.14,7.0,5.0,160.7,0.31,2691.0,2690.0,394.0,4.0,3.0,4.29,18.85,0.65,26.75,-0.23,0.38,0.65,159.65,144.9,3.5,1.5,3.5,355.27,0.17,1.03,1.02,0.42,715.39
Jochen Bruch,153.3,0.63,7.22,1.0,0.5,153.3,0.63,2180.0,2476.0,59.0,1.0,0.0,7.22,0.0,0.0,0.0,-0.23,0.63,,153.3,,0.5,0.0,0.63,0.0,-0.23,0.0,0.0,0.0,0.0
Marko Krivokapic,153.17,0.64,7.48,3.0,2.0,158.7,0.46,2367.0,2643.0,140.0,1.0,2.0,7.61,9.76,0.39,2.06,-0.24,0.46,0.73,158.7,150.4,1.0,1.0,1.91,95.21,0.06,0.27,0.52,0.15,4.24
David L Haydon,153.15,0.64,5.16,2.0,1.0,153.15,0.64,2283.0,2511.0,118.0,2.0,0.0,5.16,0.64,0.04,0.14,-0.24,0.64,,153.15,,1.0,0.0,1.29,0.4,-0.24,0.0,0.04,0.0,0.02
Teimour Radjabov,152.92,0.62,8.06,5.0,3.0,158.9,0.41,2700.0,2666.0,187.0,2.0,3.0,5.98,16.46,0.58,6.93,-0.25,1.16,0.25,141.3,160.67,1.5,1.5,3.09,270.87,0.07,0.78,0.89,0.33,48.08
Alon Greenfeld,152.7,0.79,12.06,7.0,5.5,156.8,0.84,2449.0,2668.0,282.0,3.0,4.0,9.82,10.02,0.51,6.56,-0.26,0.71,0.85,152.9,152.55,2.0,3.5,5.52,100.31,-0.04,0.29,0.54,0.26,42.98
Pavel Eljanov,152.67,0.55,9.82,7.0,5.0,163.2,0.1,2672.0,2750.0,277.0,3.0,4.0,8.24,18.43,0.77,6.9,-0.27,0.13,0.86,158.97,147.95,1.5,3.5,3.84,339.48,0.3,0.99,0.99,0.59,47.66
Valery Atlas,152.1,0.45,15.25,3.0,1.0,153.5,0.57,2394.0,2466.0,115.0,3.0,0.0,15.44,10.37,0.26,9.68,-0.3,0.45,,152.1,,1.0,0.0,1.36,107.56,-0.22,0.31,0.56,0.07,93.63
Nitzan Steinberg,152.07,0.67,9.77,7.0,5.0,158.5,0.62,2554.0,2666.0,353.0,3.0,4.0,6.93,13.31,0.58,6.94,-0.3,0.6,0.73,155.3,149.65,2.5,2.5,4.72,177.09,0.05,0.52,0.72,0.33,48.14
Nils Grandelius,152.02,0.53,9.42,4.0,3.0,158.9,0.33,2650.0,2582.0,139.0,2.0,2.0,8.98,14.7,0.53,2.88,-0.3,0.2,0.86,159.6,144.45,1.5,1.5,2.12,216.04,0.07,0.62,0.79,0.28,8.32
Nodirbek Yakubboev,151.52,0.88,11.2,6.0,5.0,153.65,0.86,2654.0,2860.0,285.0,4.0,2.0,5.96,15.2,0.8,11.59,-0.32,1.26,0.12,146.98,160.6,4.0,1.0,5.31,230.95,-0.21,0.67,0.82,0.64,134.43
Santosh Gujrathi Vidit,151.33,0.7,6.25,6.0,4.0,162.95,0.1,2726.0,2799.0,295.0,2.0,4.0,3.74,23.07,1.01,5.25,-0.34,0.03,1.03,164.2,144.9,1.0,3.0,4.19,532.25,0.29,1.55,1.25,1.02,27.57
Tobias Voege,151.3,0.69,8.38,1.0,0.5,151.3,0.69,2292.0,2409.0,60.0,1.0,0.0,8.38,0.0,0.0,0.0,-0.34,0.69,,151.3,,0.5,0.0,0.69,0.0,-0.34,0.0,0.0,0.0,0.0
Marnix Hofman,151.2,0.48,4.92,2.0,1.0,151.2,0.48,2178.0,2388.0,97.0,1.0,1.0,4.92,12.87,0.64,4.69,-0.34,0.03,0.94,160.3,142.1,0.5,0.5,0.97,165.62,-0.34,0.48,0.69,0.41,21.98
Benjamin Gledura,151.1,0.71,45.77,7.0,5.5,158.8,0.91,2639.0,2718.0,287.0,4.0,3.0,13.0,15.01,0.54,92.24,-0.35,0.69,0.73,151.6,150.43,3.5,2.0,4.95,225.36,0.06,0.66,0.81,0.29,8507.83
Victor Mikhalevski,150.93,0.68,13.41,7.0,4.0,152.7,0.65,2480.0,2562.0,350.0,4.0,3.0,11.31,8.8,0.19,5.73,-0.36,0.59,0.81,156.07,144.07,3.0,1.0,4.77,77.43,-0.26,0.22,0.47,0.04,32.81
David Anton Guijarro,150.68,0.57,10.38,6.0,4.0,159.85,0.08,2667.0,2655.0,261.0,2.0,4.0,5.86,26.27,0.89,10.61,-0.37,1.12,0.3,129.35,161.35,1.0,3.0,3.44,690.05,0.12,2.01,1.42,0.79,112.65
Jonas Buhl Bjerre,150.68,0.71,10.93,6.0,4.0,153.25,0.68,2650.0,2637.0,317.0,3.0,3.0,9.12,13.45,0.62,8.63,-0.37,0.64,0.78,154.17,147.2,2.5,1.5,4.27,180.89,-0.23,0.52,0.72,0.38,74.42
